# C380-221 CERTIFICATE (official, batch 1)
# initial division N0=4 (h=pi/4); bisection: longest edge, tie-break a,b,c
# depth cap 12; outward inflation 1e-12; strict criterion L > 1/2
# a1 a2 b1 b2 c1 c2 witness_q certified_lower_bound
2.5525440310417071 2.748893571891069 1.6689710972195777 1.7671458676442586 1.9634954084936207 2.1598449493429825 3 0.73908202228088804
2.5525440310417071 2.748893571891069 1.5707963267948966 1.6689710972195777 1.9634954084936207 2.1598449493429825 12 0.765366864720325
2.3561944901923448 2.5525440310417071 1.5707963267948966 1.9634954084936207 1.9634954084936207 2.3561944901923448 3 1.0972874252091342
2.5525440310417071 2.748893571891069 1.5707963267948966 1.9634954084936207 1.5707963267948966 1.9634954084936207 7 1.1111404660295472
2.3561944901923448 2.5525440310417071 1.7671458676442586 1.9634954084936207 1.5707963267948966 1.9634954084936207 3 1.5013211100618344
2.3561944901923448 2.5525440310417071 1.5707963267948966 1.7671458676442586 1.7671458676442586 1.9634954084936207 3 0.94575087704206384
2.454369260617026 2.5525440310417071 1.6689710972195777 1.7671458676442586 1.5707963267948966 1.7671458676442586 3 0.97074999853130561
2.454369260617026 2.5525440310417071 1.5707963267948966 1.6689710972195777 1.5707963267948966 1.7671458676442586 4 0.7071067811793097
2.3561944901923448 2.454369260617026 1.5707963267948966 1.7671458676442586 1.5707963267948966 1.7671458676442586 3 0.94279347364223121
3.043417883165112 3.1415926535897931 2.1598449493429825 2.3561944901923448 1.3744467859455345 1.5707963267948966 4 0.55486584620264756
2.9452431127404308 3.043417883165112 2.2580197197676637 2.3561944901923448 1.3744467859455345 1.5707963267948966 8 1.4142135623636785
2.9452431127404308 3.043417883165112 2.1598449493429825 2.2580197197676637 1.3744467859455345 1.5707963267948966 6 0.87650733076086995
3.043417883165112 3.1415926535897931 2.1598449493429825 2.3561944901923448 1.1780972450961724 1.3744467859455345 6 1.2802557922309659
2.9452431127404308 3.043417883165112 2.2580197197676637 2.3561944901923448 1.1780972450961724 1.3744467859455345 2 0.53369888847091929
2.9452431127404308 3.043417883165112 2.1598449493429825 2.2580197197676637 1.1780972450961724 1.3744467859455345 6 1.4938238983948562
2.9452431127404308 3.1415926535897931 1.9634954084936207 2.1598449493429825 1.1780972450961724 1.5707963267948966 6 1.1795804270950065
2.748893571891069 2.9452431127404308 2.2580197197676637 2.3561944901923448 1.3744467859455345 1.5707963267948966 11 1.1795804270950168
2.748893571891069 2.9452431127404308 2.1598449493429825 2.2580197197676637 1.3744467859455345 1.5707963267948966 9 0.58621492468144165
2.748893571891069 2.9452431127404308 2.2580197197676637 2.3561944901923448 1.1780972450961724 1.3744467859455345 11 1.3481108147919163
2.748893571891069 2.9452431127404308 2.1598449493429825 2.2580197197676637 1.2762720155208536 1.3744467859455345 9 1.0576116615075566
2.748893571891069 2.9452431127404308 2.1598449493429825 2.2580197197676637 1.1780972450961724 1.2762720155208536 11 1.2535646490821892
2.748893571891069 2.9452431127404308 1.9634954084936207 2.1598449493429825 1.1780972450961724 1.5707963267948966 9 0.77286407638762245
2.9452431127404308 3.1415926535897931 1.9634954084936207 2.3561944901923448 0.78539816339744828 1.1780972450961724 6 0.76536686472032867
2.748893571891069 2.9452431127404308 2.1598449493429825 2.3561944901923448 0.98174770424681035 1.1780972450961724 11 0.96045718673651648
2.748893571891069 2.9452431127404308 2.2580197197676637 2.3561944901923448 0.78539816339744828 0.98174770424681035 2 0.64134948596644792
2.8470683423157501 2.9452431127404308 2.1598449493429825 2.2580197197676637 0.88357293382212931 0.98174770424681035 2 0.51488892750093695
2.748893571891069 2.8470683423157501 2.1598449493429825 2.2580197197676637 0.88357293382212931 0.98174770424681035 9 1.128407197044806
2.8470683423157501 2.9452431127404308 2.1598449493429825 2.2580197197676637 0.78539816339744828 0.88357293382212931 2 0.70248203784984153
2.748893571891069 2.8470683423157501 2.1598449493429825 2.2580197197676637 0.78539816339744828 0.88357293382212931 9 1.8618596690173514
2.748893571891069 2.9452431127404308 1.9634954084936207 2.1598449493429825 0.98174770424681035 1.1780972450961724 6 0.70710678117801296
2.748893571891069 2.9452431127404308 1.9634954084936207 2.1598449493429825 0.88357293382212931 0.98174770424681035 6 0.55557023301094266
2.748893571891069 2.9452431127404308 1.9634954084936207 2.1598449493429825 0.78539816339744828 0.88357293382212931 9 1.0575303684230817
2.9452431127404308 3.1415926535897931 1.5707963267948966 1.9634954084936207 1.1780972450961724 1.5707963267948966 4 1.4142135623636791
2.748893571891069 2.9452431127404308 1.7671458676442586 1.9634954084936207 1.3744467859455345 1.5707963267948966 4 0.70710678117683967
2.8470683423157501 2.9452431127404308 1.8653206380689396 1.9634954084936207 1.2762720155208536 1.3744467859455345 4 1.148050297085498
2.748893571891069 2.8470683423157501 1.8653206380689396 1.9634954084936207 1.2762720155208536 1.3744467859455345 7 0.70816033837356951
